Year,Gender,Country,Cancer,WHO2000,Count,AgeAvg,AgeMed,IncideceRate
1982,全,台中市,骨、關節及關節軟骨,0.05,1,26,26,0.06
1982,全,台中市,結締組織、皮下組織及其他軟組織,0.39,7,27,25,0.41
1982,全,台中市,皮膚,1.88,20,60.3,65,1.18
1982,全,台中市,膀胱,3.33,36,60,62.5,2.13
1982,全,台中市,腎,0.4,7,19.14,12,0.41
1982,全,台中市,腎盂及其他泌尿系統,0.49,5,57.6,61,0.3
1982,全,台中市,眼及淚腺,0.18,4,2.25,2,0.24
1982,全,台中市,腦,1.77,28,30.14,29,1.65
1982,全,台中市,其他神經系統,0.04,1,4,4,0.06
1982,全,台中市,甲狀腺,1.33,19,45.58,50,1.12
1982,全,台中市,其他分界不明的部位,0.86,10,47.5,52.5,0.59
1982,全,台中市,不明原發部位,0.96,10,61.3,60,0.59
1982,全,台中市,何杰金氏淋巴瘤,0.07,1,50,50,0.06
1982,全,台中市,白血病,2.41,39,25.31,20,2.3
1982,全,台中市,非何杰金氏淋巴瘤,0.5,7,35.29,29,0.41
1982,全,台中市,漿細胞瘤,0.47,5,60.6,64,0.3
1982,全,台中市,全癌症,110,1299,52.27,55,76.73
1982,全,台南市,口腔、口咽及下咽,2.36,29,54.76,58,1.83
1982,全,台南市,主唾液腺,0.23,3,46.67,44,0.19
1982,全,台南市,鼻咽,3.39,44,47.77,47,2.77
1982,全,台南市,食道,0.71,9,55,56,0.57
1982,全,台南市,胃,5.81,71,60.14,61,4.48
1982,全,台南市,小腸,0.08,1,60,60,0.06
1982,全,台南市,結直腸,4.63,59,53.98,56,3.72
1982,全,台南市,肝及肝內膽管,4.67,59,52.12,54,3.72
1982,全,台南市,膽囊及肝外膽管,0.42,5,62.4,68,0.32
1982,全,台南市,胰,0.3,3,65.33,71,0.19
1982,全,台南市,後腹膜腔及腹膜,0.2,3,38.33,54,0.19
1982,全,台南市,消化器官其他分界不明部位,0.1,1,38,38,0.06
1982,全,台南市,鼻腔、中耳及副鼻竇,0.4,5,53.4,53,0.32
1982,全,台南市,喉,1.23,14,64.14,63,0.88
1982,全,台南市,肺、支氣管及氣管,4.98,58,59.26,61.5,3.66
1982,全,台南市,胸膜,0.04,1,21,21,0.06
1982,全,台南市,胸腺、心臟與中隔,0.21,3,46,50,0.19
1982,全,台南市,骨、關節及關節軟骨,0.13,2,33,33,0.13
1982,全,台南市,結締組織、皮下組織及其他軟組織,0.34,6,28.67,26.5,0.38
1982,全,台南市,皮膚,1.5,17,56.59,59,1.07
1982,全,台南市,膀胱,3.09,37,60.14,61,2.33
1982,全,台南市,腎,0.21,3,35.67,46,0.19
1982,全,台南市,腎盂及其他泌尿系統,0.89,9,66.33,64,0.57
1982,全,台南市,腦,1.04,16,32.13,29.5,1.01
1982,全,台南市,甲狀腺,0.53,8,31.38,29.5,0.5
1982,全,台南市,其他分界不明的部位,0.18,3,22,16,0.19
1982,全,台南市,不明原發部位,0.22,3,56.67,58,0.19
1982,全,台南市,何杰金氏淋巴瘤,0.14,2,46,46,0.13
1982,全,台南市,白血病,1.52,24,27.63,16,1.51
1982,全,台南市,非何杰金氏淋巴瘤,0.47,6,58,54,0.38
1982,全,台南市,漿細胞瘤,0.08,1,48,48,0.06
1982,全,台南市,全癌症,51.72,653,52.75,55,41.16
1982,全,高雄市,口腔、口咽及下咽,1.8,30,48.03,50,1.31
1982,全,高雄市,主唾液腺,0.21,4,43.75,45.5,0.17
1982,全,高雄市,鼻咽,5.17,91,47.01,49,3.98
1982,全,高雄市,食道,1.98,30,61.4,61.5,1.31
1982,全,高雄市,胃,8.16,118,58.62,60,5.16
1982,全,高雄市,小腸,0.11,2,55.5,55.5,0.09
1982,全,高雄市,結直腸,7.36,116,54.67,57,5.07
1982,全,高雄市,肝及肝內膽管,7.76,122,52.61,54,5.34
1982,全,高雄市,膽囊及肝外膽管,0.66,9,57.67,62,0.39
1982,全,高雄市,胰,1.53,22,58.73,64,0.96
1982,全,高雄市,後腹膜腔及腹膜,0.15,3,37,51,0.13
1982,全,高雄市,消化器官其他分界不明部位,0.09,1,70,70,0.04
1982,全,高雄市,鼻腔、中耳及副鼻竇,0.27,5,45,42,0.22
1982,全,高雄市,喉,1.22,16,63.13,62,0.7
1982,全,高雄市,肺、支氣管及氣管,7.49,112,58.81,59.5,4.9
1982,全,高雄市,骨、關節及關節軟骨,0.26,5,36.2,40,0.22
1982,全,高雄市,結締組織、皮下組織及其他軟組織,0.32,7,25.71,21,0.31
1982,全,高雄市,皮膚,1.46,21,53.62,56,0.92
1982,全,高雄市,膀胱,2.57,31,63.55,62,1.36
1982,全,高雄市,腎,0.29,4,63.25,63,0.17
1982,全,高雄市,腎盂及其他泌尿系統,0.86,12,51.75,62,0.52
1982,全,高雄市,眼及淚腺,0.25,5,37.6,38,0.22
1982,全,高雄市,腦,1.7,34,37.29,40,1.49
1982,全,高雄市,其他神經系統,0.06,1,37,37,0.04
1982,全,高雄市,甲狀腺,1.06,19,42.63,45,0.83
1982,全,高雄市,其他內分泌腺,0.14,4,19.5,22,0.17
1982,全,高雄市,其他分界不明的部位,0.46,8,47.88,52.5,0.35
1982,全,高雄市,不明原發部位,0.4,7,49.43,50,0.31
1982,全,高雄市,何杰金氏淋巴瘤,0.14,4,13.5,11.5,0.17
1982,全,高雄市,白血病,1.89,45,21.51,15,1.97
1982,全,高雄市,非何杰金氏淋巴瘤,0.04,1,31,31,0.04
1982,全,高雄市,漿細胞瘤,0.45,7,57.57,55,0.31
1982,全,高雄市,全癌症,69.12,1103,51.35,55,48.25
1982,全,基隆市,口腔、口咽及下咽,0.47,1,72,72,0.29
1982,全,基隆市,鼻咽,2.24,7,44,41,2
1982,全,基隆市,食道,2.62,7,61.71,61,2
1982,全,基隆市,胃,6.5,18,58.06,59.5,5.15
1982,全,基隆市,結直腸,3.05,8,50.5,51.5,2.29
1982,全,基隆市,肝及肝內膽管,4.8,14,50.86,51,4
1982,全,基隆市,膽囊及肝外膽管,0.39,1,49,49,0.29
1982,全,基隆市,胰,1.03,3,60.33,60,0.86
1982,全,基隆市,消化器官其他分界不明部位,1.3,1,90,90,0.29
1982,全,基隆市,鼻腔、中耳及副鼻竇,1.3,1,85,85,0.29
1982,全,基隆市,喉,0.66,2,55,55,0.57
1982,全,基隆市,肺、支氣管及氣管,5.59,15,62,65,4.29
1982,全,基隆市,骨、關節及關節軟骨,0.41,1,69,69,0.29
1982,全,基隆市,結締組織、皮下組織及其他軟組織,0.31,1,58,58,0.29
1982,全,基隆市,膀胱,1.05,3,51.67,51,0.86
1982,全,基隆市,腎,0.58,2,29,29,0.57
1982,全,基隆市,腎盂及其他泌尿系統,0.31,1,56,56,0.29
1982,全,基隆市,腦,0.34,1,50,50,0.29
1982,全,基隆市,甲狀腺,1.87,5,58.6,63,1.43
1982,全,基隆市,其他分界不明的部位,0.22,1,16,16,0.29
1982,全,基隆市,不明原發部位,0.41,1,66,66,0.29
1982,全,基隆市,白血病,0.47,2,11.5,11.5,0.57
1982,全,基隆市,全癌症,49.09,132,53.91,56,37.75
1982,全,新竹市,口腔、口咽及下咽,0.42,1,52,52,0.35
1982,全,新竹市,鼻咽,0.51,1,37,37,0.35
1982,全,新竹市,食道,0.36,1,59,59,0.35
1982,全,新竹市,胃,1.94,4,63.25,64.5,1.38
1982,全,新竹市,結直腸,2.34,5,63.8,62,1.73
1982,全,新竹市,膽囊及肝外膽管,0.36,1,55,55,0.35
1982,全,新竹市,消化器官其他分界不明部位,0.4,1,63,63,0.35
1982,全,新竹市,喉,1.64,3,71,70,1.04
1982,全,新竹市,肺、支氣管及氣管,0.8,2,61,61,0.69
1982,全,新竹市,膀胱,0.36,1,58,58,0.35
1982,全,新竹市,腦,1.26,4,24.25,29.5,1.38
1982,全,新竹市,甲狀腺,0.85,2,34,34,0.69
1982,全,新竹市,白血病,0.27,1,20,20,0.35
1982,全,新竹市,漿細胞瘤,1.08,3,56.67,57,1.04
1982,全,新竹市,全癌症,20.17,49,50.82,55,16.96
1982,全,嘉義市,主唾液腺,0.49,1,49,49,0.4
1982,全,嘉義市,鼻咽,0.29,1,22,22,0.4
1982,全,嘉義市,胃,0.5,1,44,44,0.4
1982,全,嘉義市,結直腸,3.63,7,57.43,57,2.77
1982,全,嘉義市,肝及肝內膽管,0.89,2,39.5,39.5,0.79
1982,全,嘉義市,肺、支氣管及氣管,0.51,1,61,61,0.4
1982,全,嘉義市,結締組織、皮下組織及其他軟組織,0.48,1,55,55,0.4
1982,全,嘉義市,腎,0.61,1,71,71,0.4
1982,全,嘉義市,甲狀腺,0.3,1,16,16,0.4
1982,全,嘉義市,其他分界不明的部位,0.58,1,35,35,0.4
1982,全,嘉義市,不明原發部位,0.51,1,63,63,0.4
1982,全,嘉義市,何杰金氏淋巴瘤,0.3,1,19,19,0.4
1982,全,嘉義市,非何杰金氏淋巴瘤,0.58,1,36,36,0.4
1982,全,嘉義市,全癌症,15.21,32,48.31,50.5,12.68
1982,全,新北市,口腔、口咽及下咽,3.37,52,54.58,58,2.13
1982,全,新北市,主唾液腺,0.7,16,34.44,29,0.65
1982,全,新北市,鼻咽,8.7,148,47.71,48,6.05
1982,全,新北市,食道,4.45,65,60.65,59,2.66
1982,全,新北市,胃,20.62,290,59.3,60,11.86
1982,全,新北市,小腸,0.35,7,46.71,55,0.29
1982,全,新北市,結直腸,15.04,234,54.96,58,9.57
1982,全,新北市,肝及肝內膽管,13.22,213,51.53,55,8.71
1982,全,新北市,膽囊及肝外膽管,0.95,14,58,56,0.57
1982,全,新北市,胰,1.52,20,63.85,64,0.82
1982,全,新北市,後腹膜腔及腹膜,0.17,3,44.33,40,0.12
1982,全,新北市,消化器官其他分界不明部位,0.26,4,49,44.5,0.16
1982,全,新北市,鼻腔、中耳及副鼻竇,0.84,14,53.43,57,0.57
1982,全,新北市,喉,2.27,35,57.49,59,1.43
1982,全,新北市,肺、支氣管及氣管,17.82,252,60.45,61,10.31
1982,全,新北市,胸腺、心臟與中隔,0.27,8,29,26.5,0.33
1982,全,新北市,骨、關節及關節軟骨,0.33,9,22.22,24,0.37
1982,全,新北市,結締組織、皮下組織及其他軟組織,1.04,22,34.64,33.5,0.9
1982,全,新北市,皮膚,3.27,47,52.43,54,1.92
1982,全,新北市,膀胱,3.99,53,63.94,66,2.17
1982,全,新北市,腎,0.59,10,45.6,51,0.41
1982,全,新北市,腎盂及其他泌尿系統,1.25,16,62.81,62,0.65
1982,全,新北市,眼及淚腺,0.18,6,7.5,3,0.25
1982,全,新北市,腦,1.68,41,25.85,26,1.68
1982,全,新北市,其他神經系統,0.22,4,37,33.5,0.16
1982,全,新北市,甲狀腺,2.95,48,48.29,48,1.96
1982,全,新北市,其他內分泌腺,0.06,1,39,39,0.04
1982,全,新北市,其他分界不明的部位,0.92,19,30.63,32,0.78
1982,全,新北市,不明原發部位,0.94,13,62.08,63,0.53
1982,全,新北市,何杰金氏淋巴瘤,0.21,5,38.4,30,0.2
1982,全,新北市,白血病,2.75,66,25.83,24,2.7
1982,全,新北市,非何杰金氏淋巴瘤,0.74,13,46.15,41,0.53
1982,全,新北市,漿細胞瘤,0.71,9,65.11,66,0.37
1982,全,新北市,全癌症,149.6,2384,51.6,55,97.5
1982,全,桃園市,口腔、口咽及下咽,1.06,8,59.88,63,0.71
1982,全,桃園市,主唾液腺,0.07,1,24,24,0.09
1982,全,桃園市,鼻咽,5.67,50,46.88,49.5,4.43
1982,全,桃園市,食道,2.4,17,64.94,65,1.5
1982,全,桃園市,胃,14.22,108,58.95,60,9.56
1982,全,桃園市,小腸,0.75,5,66.2,65,0.44
1982,全,桃園市,結直腸,11.75,91,55.91,57,8.06
1982,全,桃園市,肝及肝內膽管,9.71,82,54.46,56,7.26
1982,全,桃園市,膽囊及肝外膽管,0.51,4,62,64,0.35
1982,全,桃園市,胰,0.55,3,72.67,75,0.27
1982,全,桃園市,後腹膜腔及腹膜,0.91,6,59.17,67,0.53
1982,全,桃園市,消化器官其他分界不明部位,0.12,1,64,64,0.09
1982,全,桃園市,鼻腔、中耳及副鼻竇,1.03,7,57.14,62,0.62
1982,全,桃園市,喉,1.29,10,62.6,60,0.89
1982,全,桃園市,肺、支氣管及氣管,12.7,93,62.22,63,8.23
1982,全,桃園市,胸膜,0.1,1,50,50,0.09
1982,全,桃園市,胸腺、心臟與中隔,0.1,1,52,52,0.09
1982,全,桃園市,骨、關節及關節軟骨,0.74,7,33,17,0.62
1982,全,桃園市,結締組織、皮下組織及其他軟組織,0.52,5,41.6,36,0.44
1982,全,桃園市,皮膚,1.74,12,61.58,68,1.06
1982,全,桃園市,膀胱,3.22,24,60.33,57.5,2.12
1982,全,桃園市,腎,1.58,14,50.5,59,1.24
1982,全,桃園市,腎盂及其他泌尿系統,0.92,7,62.29,67,0.62
1982,全,桃園市,眼及淚腺,0.23,3,20.67,2,0.27
1982,全,桃園市,腦,0.93,10,29.4,25.5,0.89
1982,全,桃園市,甲狀腺,1.82,17,41.94,46,1.5
1982,全,桃園市,其他內分泌腺,0.07,1,4,4,0.09
1982,全,桃園市,其他分界不明的部位,0.1,1,57,57,0.09
1982,全,桃園市,不明原發部位,1.15,10,50,54.5,0.89
1982,全,桃園市,何杰金氏淋巴瘤,0.56,5,39.2,41,0.44
1982,全,桃園市,白血病,2.89,33,28.24,22,2.92
1982,全,桃園市,非何杰金氏淋巴瘤,1,11,41.45,55,0.97
1982,全,桃園市,漿細胞瘤,0.17,1,70,70,0.09
1982,全,桃園市,全癌症,107.57,870,52.88,56,77.02
1982,全,新竹縣,口腔、口咽及下咽,3.03,9,52.33,53,2.47
1982,全,新竹縣,主唾液腺,1.59,5,47,46,1.37
1982,全,新竹縣,鼻咽,5.3,16,43.5,45,4.39
1982,全,新竹縣,食道,1.77,5,57,57,1.37
1982,全,新竹縣,胃,6.49,18,62.78,63,4.93
1982,全,新竹縣,結直腸,13.97,38,59.84,62.5,10.41
1982,全,新竹縣,肝及肝內膽管,5.35,17,53.71,57,4.66
1982,全,新竹縣,膽囊及肝外膽管,0.39,1,68,68,0.27
1982,全,新竹縣,消化器官其他分界不明部位,0.39,1,68,68,0.27
1982,全,新竹縣,鼻腔、中耳及副鼻竇,0.7,2,64,64,0.55
1982,全,新竹縣,喉,0.73,2,64,64,0.55
1982,全,新竹縣,肺、支氣管及氣管,5.83,17,53.06,57,4.66
1982,全,新竹縣,胸腺、心臟與中隔,0.23,1,14,14,0.27
1982,全,新竹縣,骨、關節及關節軟骨,0.34,1,62,62,0.27
1982,全,新竹縣,結締組織、皮下組織及其他軟組織,1.03,4,22,23.5,1.1
1982,全,新竹縣,皮膚,1.45,4,62.75,65,1.1
1982,全,新竹縣,膀胱,3.61,10,57.9,56.5,2.74
1982,全,新竹縣,腎,1.1,3,61.67,65,0.82
1982,全,新竹縣,眼及淚腺,0.4,1,72,72,0.27
1982,全,新竹縣,腦,1.39,4,23.5,25,1.1
1982,全,新竹縣,甲狀腺,0.75,2,55,55,0.55
1982,全,新竹縣,其他內分泌腺,0.22,1,0,0,0.27
1982,全,新竹縣,其他分界不明的部位,0.44,2,2.5,2.5,0.55
1982,全,新竹縣,不明原發部位,0.67,2,49.5,49.5,0.55
1982,全,新竹縣,白血病,3.63,12,33.67,43,3.29
1982,全,新竹縣,非何杰金氏淋巴瘤,0.31,1,56,56,0.27
1982,全,新竹縣,漿細胞瘤,1.07,3,63.67,63,0.82
1982,全,新竹縣,全癌症,85.16,248,51.21,54,67.97
1982,全,宜蘭縣,口腔、口咽及下咽,4.7,16,57.81,59,3.58
1982,全,宜蘭縣,主唾液腺,0.9,4,32.5,30,0.89
1982,全,宜蘭縣,鼻咽,10.94,36,49.78,51,8.05
1982,全,宜蘭縣,食道,2.15,8,55.13,55.5,1.79
1982,全,宜蘭縣,胃,19.31,66,57.24,61,14.76
1982,全,宜蘭縣,小腸,0.38,1,39,39,0.22
1982,全,宜蘭縣,結直腸,7.58,27,49.7,52,6.04
1982,全,宜蘭縣,肝及肝內膽管,5.75,20,52.15,54,4.47
1982,全,宜蘭縣,膽囊及肝外膽管,0.92,3,63.33,62,0.67
1982,全,宜蘭縣,胰,2.44,9,54.33,58,2.01
1982,全,宜蘭縣,後腹膜腔及腹膜,0.19,1,3,3,0.22
1982,全,宜蘭縣,鼻腔、中耳及副鼻竇,0.84,3,59,56,0.67
1982,全,宜蘭縣,喉,1.7,6,61.83,60.5,1.34
1982,全,宜蘭縣,肺、支氣管及氣管,7.61,26,59,60.5,5.82
1982,全,宜蘭縣,胸腺、心臟與中隔,0.26,1,54,54,0.22
1982,全,宜蘭縣,結締組織、皮下組織及其他軟組織,0.55,2,49,49,0.45
1982,全,宜蘭縣,皮膚,3.1,10,44.4,45,2.24
1982,全,宜蘭縣,膀胱,3.74,13,61,63,2.91
1982,全,宜蘭縣,腎,0.55,2,36,36,0.45
1982,全,宜蘭縣,腎盂及其他泌尿系統,0.88,3,62.67,67,0.67
1982,全,宜蘭縣,腦,1.28,5,35,37,1.12
1982,全,宜蘭縣,甲狀腺,1.67,6,54.83,54.5,1.34
1982,全,宜蘭縣,其他分界不明的部位,0.45,2,27.5,27.5,0.45
1982,全,宜蘭縣,不明原發部位,1.91,6,61.67,61.5,1.34
1982,全,宜蘭縣,何杰金氏淋巴瘤,0.53,2,42.5,42.5,0.45
1982,全,宜蘭縣,白血病,3.26,16,22.69,23,3.58
1982,全,宜蘭縣,漿細胞瘤,0.28,1,64,64,0.22
1982,全,宜蘭縣,全癌症,110.45,391,50.63,54,87.45
1982,全,苗栗縣,口腔、口咽及下咽,2.01,8,67.75,66,1.46
1982,全,苗栗縣,主唾液腺,0.34,2,38,38,0.36
1982,全,苗栗縣,鼻咽,8.44,38,47.18,51,6.93
1982,全,苗栗縣,食道,2.35,10,59.6,62,1.82
1982,全,苗栗縣,胃,10.41,44,57.89,59,8.03
1982,全,苗栗縣,小腸,1.14,5,57.8,57,0.91
1982,全,苗栗縣,結直腸,13.05,57,57.35,60,10.4
1982,全,苗栗縣,肝及肝內膽管,9.22,40,48.75,49,7.3
1982,全,苗栗縣,膽囊及肝外膽管,0.54,2,47.5,47.5,0.36
1982,全,苗栗縣,胰,0.74,3,70.67,74,0.55
1982,全,苗栗縣,後腹膜腔及腹膜,0.9,4,54.25,60,0.73
1982,全,苗栗縣,鼻腔、中耳及副鼻竇,0.46,2,50,50,0.36
1982,全,苗栗縣,喉,1.38,6,49.33,61,1.09
1982,全,苗栗縣,肺、支氣管及氣管,6.09,25,60.72,63,4.56
1982,全,苗栗縣,骨、關節及關節軟骨,0.96,4,40.75,41.5,0.73
1982,全,苗栗縣,結締組織、皮下組織及其他軟組織,1.12,5,46.6,51,0.91
1982,全,苗栗縣,皮膚,3.12,13,53.62,54,2.37
1982,全,苗栗縣,膀胱,2.03,9,60.11,61,1.64
1982,全,苗栗縣,腎,0.13,1,23,23,0.18
1982,全,苗栗縣,腎盂及其他泌尿系統,0.23,1,46,46,0.18
1982,全,苗栗縣,腦,0.52,3,15,10,0.55
1982,全,苗栗縣,甲狀腺,1.67,8,44.75,50,1.46
1982,全,苗栗縣,其他內分泌腺,0.45,2,40,40,0.36
1982,全,苗栗縣,其他分界不明的部位,0.5,2,55,55,0.36
1982,全,苗栗縣,不明原發部位,0.68,3,58.33,61,0.55
1982,全,苗栗縣,何杰金氏淋巴瘤,0.84,5,31.4,29,0.91
1982,全,苗栗縣,白血病,1.54,9,27.44,26,1.64
1982,全,苗栗縣,非何杰金氏淋巴瘤,1.19,5,63.4,60,0.91
1982,全,苗栗縣,漿細胞瘤,0.67,3,60,59,0.55
1982,全,苗栗縣,全癌症,98.62,435,51.95,55,79.35
1982,全,彰化縣,口腔、口咽及下咽,5.76,52,52.81,51.5,4.36
1982,全,彰化縣,主唾液腺,0.14,1,36,36,0.08
1982,全,彰化縣,鼻咽,7.47,69,45.29,44,5.78
1982,全,彰化縣,食道,3.88,32,64.41,64,2.68
1982,全,彰化縣,胃,11.26,97,61.84,63,8.13
1982,全,彰化縣,小腸,0.11,1,49,49,0.08
1982,全,彰化縣,結直腸,7.51,66,55.92,58,5.53
1982,全,彰化縣,肝及肝內膽管,7.86,69,55.13,57,5.78
1982,全,彰化縣,膽囊及肝外膽管,0.3,2,63.5,63.5,0.17
1982,全,彰化縣,胰,0.91,8,61,57.5,0.67
1982,全,彰化縣,消化器官其他分界不明部位,0.11,1,48,48,0.08
1982,全,彰化縣,鼻腔、中耳及副鼻竇,0.82,7,57.14,58,0.59
1982,全,彰化縣,喉,1.74,15,62.4,63,1.26
1982,全,彰化縣,肺、支氣管及氣管,10.06,84,61.61,63,7.04
1982,全,彰化縣,胸膜,0.31,2,70.5,70.5,0.17
1982,全,彰化縣,骨、關節及關節軟骨,0.44,5,37.6,32,0.42
1982,全,彰化縣,結締組織、皮下組織及其他軟組織,0.72,8,30.13,30.5,0.67
1982,全,彰化縣,皮膚,2.55,22,59.14,62.5,1.84
1982,全,彰化縣,膀胱,1.22,11,58.64,59,0.92
1982,全,彰化縣,腎,0.36,4,34,27,0.34
1982,全,彰化縣,腎盂及其他泌尿系統,0.55,5,58.2,55,0.42
1982,全,彰化縣,眼及淚腺,0.19,3,4.33,4,0.25
1982,全,彰化縣,腦,1.69,18,35.39,38,1.51
1982,全,彰化縣,其他神經系統,0.22,2,58,58,0.17
1982,全,彰化縣,甲狀腺,0.76,7,50.43,54,0.59
1982,全,彰化縣,其他分界不明的部位,0.4,4,47.25,57,0.34
1982,全,彰化縣,不明原發部位,1.15,11,52.64,58,0.92
1982,全,彰化縣,何杰金氏淋巴瘤,0.17,2,34.5,34.5,0.17
1982,全,彰化縣,白血病,3.73,44,26.84,21.5,3.69
1982,全,彰化縣,非何杰金氏淋巴瘤,0.61,5,59,62,0.42
1982,全,彰化縣,漿細胞瘤,0.69,6,57.33,57,0.5
1982,全,彰化縣,全癌症,97.09,875,52.64,55,73.32
1982,全,南投縣,口腔、口咽及下咽,4.1,17,59,58,3.21
1982,全,南投縣,主唾液腺,0.47,2,51,51,0.38
1982,全,南投縣,鼻咽,5.91,26,48.46,50,4.91
1982,全,南投縣,食道,1.96,8,64.5,65.5,1.51
1982,全,南投縣,胃,7.7,33,59.25,60.5,6.23
1982,全,南投縣,結直腸,7.92,31,56.52,57,5.85
1982,全,南投縣,肝及肝內膽管,7.89,35,52.43,55,6.6
1982,全,南投縣,膽囊及肝外膽管,0.31,1,35,35,0.19
1982,全,南投縣,胰,0.71,3,62.33,58,0.57
1982,全,南投縣,後腹膜腔及腹膜,0.21,1,54,54,0.19
1982,全,南投縣,消化器官其他分界不明部位,0.25,1,71,71,0.19
1982,全,南投縣,鼻腔、中耳及副鼻竇,0.49,2,61,61,0.38
1982,全,南投縣,喉,0.69,3,50,57,0.57
1982,全,南投縣,肺、支氣管及氣管,8.38,34,62,61.5,6.42
1982,全,南投縣,骨、關節及關節軟骨,0.46,3,14.33,13,0.57
1982,全,南投縣,結締組織、皮下組織及其他軟組織,0.16,1,26,26,0.19
1982,全,南投縣,皮膚,1.88,8,59.88,64,1.51
1982,全,南投縣,膀胱,4.33,18,61.06,63.5,3.4
1982,全,南投縣,腎,0.86,4,40.5,49,0.75
1982,全,南投縣,腎盂及其他泌尿系統,0.23,1,59,59,0.19
1982,全,南投縣,眼及淚腺,1.27,3,29.67,3,0.57
1982,全,南投縣,腦,2.87,15,35,33,2.83
1982,全,南投縣,其他神經系統,0.16,1,4,4,0.19
1982,全,南投縣,甲狀腺,0.46,2,57.5,57.5,0.38
1982,全,南投縣,其他分界不明的部位,0.45,2,47,47,0.38
1982,全,南投縣,不明原發部位,0.63,3,51.33,54,0.57
1982,全,南投縣,白血病,0.88,6,17.5,19.5,1.13
1982,全,南投縣,非何杰金氏淋巴瘤,0.22,1,32,32,0.19
1982,全,南投縣,漿細胞瘤,0.26,1,65,65,0.19
1982,全,南投縣,全癌症,85.56,367,53.16,56,69.25
1982,全,雲林縣,口腔、口咽及下咽,4.38,28,54.61,53,3.51
1982,全,雲林縣,主唾液腺,0.31,2,36.5,36.5,0.25
1982,全,雲林縣,鼻咽,5.18,34,53.09,54,4.26
1982,全,雲林縣,食道,2.86,17,59.47,58,2.13
1982,全,雲林縣,胃,6.3,39,61.54,62,4.89
1982,全,雲林縣,結直腸,6.86,43,56.95,59,5.39
1982,全,雲林縣,肝及肝內膽管,7.57,48,52.69,54,6.02
1982,全,雲林縣,膽囊及肝外膽管,0.92,5,64.4,68,0.63
1982,全,雲林縣,胰,0.96,6,62,61,0.75
1982,全,雲林縣,鼻腔、中耳及副鼻竇,0.79,6,39.83,39,0.75
1982,全,雲林縣,喉,1.27,8,64.5,65.5,1
1982,全,雲林縣,肺、支氣管及氣管,10.25,65,59.23,60,8.15
1982,全,雲林縣,胸腺、心臟與中隔,0.16,1,65,65,0.13
1982,全,雲林縣,骨、關節及關節軟骨,0.53,5,20.8,19,0.63
1982,全,雲林縣,結締組織、皮下組織及其他軟組織,0.38,3,24.67,29,0.38
1982,全,雲林縣,皮膚,2.51,15,62.2,67,1.88
1982,全,雲林縣,膀胱,1.81,11,58.36,60,1.38
1982,全,雲林縣,眼及淚腺,0.36,2,73,73,0.25
1982,全,雲林縣,腦,0.93,8,19.13,14.5,1
1982,全,雲林縣,其他神經系統,0.26,2,32.5,32.5,0.25
1982,全,雲林縣,甲狀腺,1.75,11,48,48,1.38
1982,全,雲林縣,其他內分泌腺,0.2,1,35,35,0.13
1982,全,雲林縣,其他分界不明的部位,0.47,3,55.67,55,0.38
1982,全,雲林縣,不明原發部位,0.98,6,56.83,58.5,0.75
1982,全,雲林縣,何杰金氏淋巴瘤,0.58,4,49.5,61.5,0.5
1982,全,雲林縣,白血病,3.43,26,28.12,26,3.26
1982,全,雲林縣,非何杰金氏淋巴瘤,0.16,1,59,59,0.13
1982,全,雲林縣,漿細胞瘤,0.32,2,58.5,58.5,0.25
1982,全,雲林縣,全癌症,86.38,553,53.29,56,69.31
1982,全,嘉義縣,口腔、口咽及下咽,4.33,20,58.75,61,3.48
1982,全,嘉義縣,主唾液腺,1.14,5,50.2,50,0.87
1982,全,嘉義縣,鼻咽,5.34,26,42.04,42.5,4.52
1982,全,嘉義縣,食道,2.71,13,59.85,57,2.26
1982,全,嘉義縣,胃,6.08,28,63.29,64,4.87
1982,全,嘉義縣,小腸,0.21,1,63,63,0.17
1982,全,嘉義縣,結直腸,10.22,50,53.3,55,8.7
1982,全,嘉義縣,肝及肝內膽管,8.2,41,50.22,51,7.13
1982,全,嘉義縣,膽囊及肝外膽管,0.65,3,60.67,69,0.52
1982,全,嘉義縣,胰,0.61,3,55.33,52,0.52
1982,全,嘉義縣,鼻腔、中耳及副鼻竇,0.37,2,35.5,35.5,0.35
1982,全,嘉義縣,喉,0.84,4,62.5,63,0.7
1982,全,嘉義縣,肺、支氣管及氣管,10.79,51,60.08,62,8.87
1982,全,嘉義縣,胸膜,0.22,1,69,69,0.17
1982,全,嘉義縣,胸腺、心臟與中隔,0.18,1,51,51,0.17
1982,全,嘉義縣,骨、關節及關節軟骨,0.64,3,42,37,0.52
1982,全,嘉義縣,結締組織、皮下組織及其他軟組織,0.78,4,42.25,43,0.7
1982,全,嘉義縣,皮膚,2.52,11,61.09,65,1.91
1982,全,嘉義縣,膀胱,6.55,29,61,59,5.05
1982,全,嘉義縣,腎,0.59,3,40.33,55,0.52
1982,全,嘉義縣,腎盂及其他泌尿系統,1.54,7,53.57,54,1.22
1982,全,嘉義縣,眼及淚腺,0.42,3,13.67,18,0.52
1982,全,嘉義縣,腦,1.18,7,30,21,1.22
1982,全,嘉義縣,其他神經系統,0.12,1,18,18,0.17
1982,全,嘉義縣,甲狀腺,0.74,4,42.25,46,0.7
